review_id,firm_id,year,culture_sentiment,text,rating_overall,rating_culture
5135514,1447,2020.0,con,"Low Pay, Very low diversity and unbiased outlook from mid-tier management. Only works well if you join as a vendor employee, work for several years and then convert, No stake in people, Poor team culture, No work-life balance,No checks and balances on mid-tier leadership, No peer review concepts, All standard industry practices around people management are a facade, Professionals are on the whims and fancies of their leader, Very poor professional ethics present in mid-tier leadership. Mid",2,1.0
3078240,101056,2017.0,pro,"Having worked here for 7 years, the culture and values of the company are really moving in the right direction and make me proud to work here. There seems to be a genuine desire to make it a great place for employees as opposed to just being lip service. There have been a number of recent benefits increases and a commitment to diversity, plus the company is growing and performing well which provides security and investment.",5,5.0
2985262,7647,2022.0,con,"Egos & inexperience of mid-level management provide an unstable development arena, resulting in poor leadership and underperforming take Disregard for company policies when it suits them, lack of accountability for violators Eroded values & integrity in spaces that are heavily non-American",4,3.0
5457685,177267,2022.0,con,"The toxic work culture is one of the worst I have seen in my career. The culture of fear mongering and threats to drive performance, disrespectful and rude comments, finger pointing, revenue over people, backstabbing, and unethical business decisions makes this an unbearable place to work. Now, this toxic culture isn't at the employee level, it starts and is the worst at the Medical Leadership Team level. They are the worst Senior Leadership team I will ever see in my career. They do not c",1,1.0
3327819,164506,2017.0,con,Leadership is not transparent Culture and employee morale leave much to be desired Went through layoffs and lack of resources now causes a lot of internal churn Tight budgets aren't always practical Don't feel like you can trust all coworkers Things aren't always presented truthfully,2,2.0
5699437,121633,2018.0,con,"I worked for NML nearly a decade. During my last year of employment, I’ve never felt more mistreated, uninformed and abused. The company handled their layoffs poorly, creating untrustworthy leadership and a toxic culture. We were asked not to let direct reports know they’d be losing their jobs. I witnessed tears on almost a weekly basis. My current friends that work their continue to be miserable and fearful and are told by leadership to watch their own backs.",1,1.0
6022602,213491,2021.0,pro,- supportive and friendly culture - clear goals set for the business - big focus on Diversity & Inclusion strategy being implemented throughout the business - good benefits package - great work life balance,5,5.0
2439759,100650,2019.0,pro,"Very friendly culture, working with and for nice people, well known and respected brand globally, generous salary and pay rise every year,  understanding managers and directors, safety focused, promotion for people who deserve it, gender equality, flexible hours, autonomy for decision making, trust to employees by managers, mutual respect, listening to different voices,  very diverse and multi cultural, supportive managers who respect to employees as assets of company. Overall I feel proud",5,5.0
5057627,33301,2021.0,con,"I left a bad manager and unhealthy company culture. Leaders at DocuSign focus most of their energy on blaming / shaming other teams for failed projects instead of developing strategies for collaboration and accountability to deliver value and reduce complexity. Managers here lack empathy and do not have the skills and capabilities to motivate every employee individually, nor to coach and develop their people by focusing on their strengths. Leaders here make decisions based on politics, not",1,1.0
6282561,15208,2016.0,con,No ownership of projects. Poor transparency from senior leadership. In the midst of a culture change that is doing nothing for morale. Seems like a lot of people doing the same job - a lot of duplication of effort.,2,2.0
4228743,101056,2018.0,pro,"Nearly 5 months into the role now, and it’s been brilliant. Absolutely love what I do and can see how we are adding value to the core work of the business. We have a clear IT Strategy and Brand Mission which underpins our Business Strategy. The IT Leadership Team are focused on improving the IT delivery to the wider business. I feel motivated and empowered with a sense of direction and a key part of this is the leadership that comes from our Group IT Director who inspires and motivates, creating an environment of trust and respect. Long may it continue. #OneTeam #OneLookers",5,5.0
4146640,171067,2018.0,con,"Lots of management, very little leadership Company culture destroyed years ago by influx of self-serving executives and their cronies Silicon Valley bro culture at its finest Diversity and inclusion...uh, no Benefits & RSUs",2,1.0
2546691,18872,2018.0,pro,"Incredible learning resources, inspirational leadership, strong values & fantastic culture, amazing work spaces, solid work life balance. A place where there is always something to learn and talk about.  Firm commitment to diversity and equal pay for genders. I've been here a few months, and am incredibly impressed with the direction of the company, how it invests in it's people, and the resources and opportunity at Twitter.  It really is a fantastic place to work.",5,5.0
238612,316825,2018.0,pro,"Great company with excellent benefits. People are wonderful to work with and executive leadership clearly care about the individuals of the organization. Focus on innovation as a company, employee engagement, professional development, and commitment to values: Teamwork, Respect, Integrity and Passion.",4,4.0
7078673,18047,2020.0,con,"Most directors and above are terrible leaders, very low pay, toxic culture driven by leaders, if you don't fit into the club, they will ask you to leave. Diversity is lacking. There are only 2 African Americans. Very nasty leaders that are overlooked and behavior isn't corrected. Bully mentality that is welcomed. Poor decision making on the executive team.",1,1.0
243395,63927,2022.0,pro,"Leadership strives to develop your skillset based on your desired career path. Company has a strong commitment to diversity and inclusion. Pay is fair based on experience, education and work ethic. Feel valued and that my opinion matters, respected and considered. Treated as a member of a family versus an employee. Ability to work at home.",5,5.0
4941718,185112,2019.0,pro,ros: I've worked in FAANG.  The executive leadership here spins circles around other engineering companies.  It starts at the top.  I just can't see myself working for anyone else but Ford.  The work is both challenging and extremely rewarding.  The culture is supportive.  The people are brilliant.  I am very bullish on the future here.,5,5.0
117527,25434,2021.0,pro,"- Management and coworkers are always working to produce quality products - Culture promotes inclusion and diversity - Get real experience on real projects and tasks as an intern - Pay is very competitive (both for full-time roles and internship roles) - If you qualify for benefits, Starbucks offers some of the best - Work is fulfilling and promotes growth in your respective field - Great work-life balance - Free Coffee",5,5.0
2405618,17197,2020.0,con,- bullying and discrimination a daily practice - HR are a joke - persistent micromanagement - racist and sexist managers & leadership - retaliation if you dare to say something - complete lack of accountability at the leadership level - toxic culture created by the leaders - no growth unless you are the special one kissing up to managers,1,1.0
2602577,104833,2020.0,pro,"I've worked for HEINEKEN for 10 years and no two days have ever been the same. I love the people, our brands and the culture. We work in the entertainment industry and that shines through in the upbeat atmosphere at work. We have a strong focus on wellbeing and inclusion and diversity that make me proud to work here. Smarter Working is encouraged so I can fit work around my life.",5,5.0
7055780,183570,2021.0,pro,"People come first at rue and under new senior leadership that mentality is amplified and supported by great recognition programs, personal notes from our SVP and CEO on a regular basis, offering competitive wages and a very balanced work/life schedule with encouragement to take off recharge time and actually use our PTO (rare in retail). Our product is accessible and affordable without sacrificing quality and our brand is well reviewed. Diversity and inclusion aren’t just words here - we celebrate everyone and embrace our differences to build stronger relationships and understanding. For me, it’s my amazing store teams, caring and supportive peers and very inspirational leaders that make me feel valued and wanting to give 110% every day. Every person matters at rue and I feel honored to be part of our evolution.",5,5.0
7051307,1891,2021.0,con,-culture is extremely toxic -I couldn't trust any of my leadership to have honest conversations with them -peers were backstabbing; everyone just looked out for themselves and would do anything to win a deal even if it wasn't ethical -competed against our own peers and inside sales team -countless service issues; there were so many times I spent trying to put out fires for my clients which took away from time spent selling -super high turnover internally -constantly made to feel like your ,3,1.0
1942292,100190,2018.0,con,"Leadership Team all on their own journeys - obviously so Environment is toxic and stressed driven by pace of change, inconsistent values driven from top down and reactive culture Change is good - if you are all pulling in the same direction!",2,1.0
5906895,133366,2019.0,con,"Lack of Management training that develops employees professionally. Highly political and toxic environment that focus on personal gain rather than collaborative culture. Low trust environment that hinders work and employee satisfaction  as well as mental health. Extreme lack of leadership that creates a reactionary tactical approach (with no clear strategy and goals) and creates confusion, as well as no clear path to growth. Career growth and professional development is informal and depend",1,1.0
1625527,64061,2016.0,pro,"Forrester's values are in line with mine - Integrity being at the top. I am fortunate to have taken on a leadership role, to have grown a sales team, and to have had success year-over-year. The culture is one of collaboration, and determination to succeed. What keeps me at Forrester are the people. I feel fortunate to work with such smart, ambitious, and dedicated people.",5,5.0
1615050,61494,2019.0,pro,"- Strong, motivated leadership team - Career development opportunities across different functions - Flexibility, caring & trust particularly with working around family commitments when needed - Collaborative culture and spirit - Receptive to innovative thought leadership and is going through exciting change in the industry",5,5.0
4238211,61567,2021.0,pro,Culture is rooted in family values which trickles to employee level. People are understanding and treated with respect. Great diversity & inclusion initiatives. Women in leadership roles. Company stays innovative and agile in highly competitive industry,5,5.0
360213,24856,2018.0,con,"s: Decision making process is awful. Supervisors need significant training to manage people. There is a do it right the first time or be fired on the spot mentality which does not foster growth or trust. It is a very backstabbing, passive aggressive culture. People are not direct. The M&A process is not transparent even to the people who help make it happen. Diversity and inclusion is on paper only and is not practiced in the company. Everyone is scared of everyone.",1,1.0
6665947,10198,2020.0,pro,Strong family values integrity and compassion are just few of the positive aspects this company displays on a daily basis. Their concern for the well being of employees is the best I have ever seen. I like the down to earth leadership style that fosters collaboration and open communication. Everyone has a voice. Leadership has a strong belief that mentor-ship works creating an environment for success.,5,5.0
477847,8007,2021.0,con,"- US Centric, Bureaucracy, archaic systems/processes - Reluctant and slow at making changes, lack of strategy and vision - Lack of leadership, micromanagement, lack of communication/transparency, multiple HR issues - No career progression, unfair promotion and bonuses, no international opportunities if you are not American, limited trainings - Lack of Diversity and Inclusion;",1,1.0
7734957,317959,2022.0,con,hy management Lack of communication from manager to staff to divisions No collaboration Can't retain good talent High turnover Poor limited talent No pay transparency Female employees paid less than male Exploiting casual lower level employees Toxic culture Useless surveys nothing done after,3,1.0
6147513,1704,2021.0,con,"l organizations and this one is not excluded. Often times managers are forced to be working managers and instead of focusing on the people, they are buried with a heavy workload. Managers are not held accountable for upholding core values or company culture. The executive leadership team places too much trust in the managers who are not trained well.",4,
4858538,3413,2019.0,con,st has to be made now. Intelligent people are bored with the work. Management does not want your feedback unless it’s positive and hits all the buzzwords. Extroverts are recognized more than introverts. Everyone is going along just to get along. The culture is very strong and cannot be broken. The messages you hear about values and diversity and inclusion are only about appearances. There is so much pressure in multiple directions that no one can seem to do the right thing.,2,2.0
1695394,21118,2020.0,con,"- Vertical organization even if they say it is horizontal; - Corporate culture is only a piece of paper; - The current EMEA leaders (CFO and CEO) are two inexperienced, young, arrogant managers who don't know how to treat people. - Total lack of transparency due to new leadership, - Total lack of experience and knowledge of the new EMEA leadership, - Micromanagement of people even if managers have no experience,",2,1.0
3790126,150761,2021.0,con,"1. Lack of transparency leads to team distrust and wasted efforts. 2. Product strategy lacked innovation, market impact, and internal team collaboration. 3. Leadership did not invest in core competencies to maintain customers. 4. Wasteful spending. 5. Management did not leverage their staff's skills across departments. Management was in a constant 'turf battle' for people versus organizational development.",1,
1683802,112820,2021.0,pro,"Excellent company culture driven by values that are demonstrated at all levels of the organization. People with integrity, respect and passion for what they do. A senior management team that is open and down-to-earth.",4,5.0
7164839,7241,2020.0,con,Toxic culture. Place is incredibly siloed and there are varying levels of accountability depending on where you are. Intimidation and fear based leadership is common place. Extremely difficult to get anything done. They dont trust their employees so they require data when common sense and logic should suffice.,3,1.0
1817534,3062,2016.0,pro,"Culture, values, industry leader when it comes to products/services/processes, great people, great leadership, competitive atmosphere, competitive pay, tenured partners who are good at what they do. Great training/development opportunities. If you're driven and a culture fit, the sky is the limit.",4,5.0
2323986,22260,2017.0,pro,"Supportive culture, authentic and genuinely nice caring/professional people to work and build with, job opportunities, training, mobility, benefits, leadership all the way to the top that truly cares about all employees and each voice of each employee. I LOVE this company and the people who work for it, I have been here 2 1/2 years and I can't say enough good things. I am humbled I get to work with the people at HCA every day. There is not a company with more heart, and who gives more to c",5,5.0
3799591,212098,2016.0,con,Toxic and unprofessional. Executive leadership are bullies & refuses to take accountability for high turnover within US locations. HR is weak and doesn't take action. Any decent perks are being stripped away such as bonuses. Healthcare plans more expensive and covers less than industry standards. Morale is low and top notch talent are leaving due to leadership & company's lack of direction.,1,0.0
2867639,3157,2021.0,pro,"Ability to expand your work base: joining onto other available projects, ability to learn or grow existing skills to possibly advance your career within the company Friendly environment - little to no hostility, or passive aggressiveness Chance to lead or pitch ideas for projects that would benefit our environment/technologies Great work to life ratio, with company holidays, long Thanksgiving and Christmas/New Years breaks. Lunch is provided onsite (during lockdown), I don't believe food was served before the lockdowns began My management is seemingly great, they're supportive of your work and will guide you if needed. It's more independent, giving you the power to lead your work without micro management or negative pressure. Help within the team is always there, along with other teams as well. There's a great sense of respect, support, integrity, and empowerment. Openness to new technologies and tools",4,4.0
7161191,234498,2016.0,con,"Where does one start? Incredibly weak leadership in the sales teams that results in a toxic culture of greed, self - promotion and very mediocre performances. A bloated HR 'team' who spend time introducing new processes to justify their existence & believing their own propaganda. The only reason this circus still exists is the manipulation of annual reports and deliberate 'creative' accounting. New business acquisition is virtually non-existent and they just rely on squeezing the life bloo",1,0.0
2119899,103487,2020.0,pro,"Transparency in Management. Our CEO, Christian Klein, is doing a great job, in managing organizational changes during this uncertain time and we are all excited about the future of SAP. There is a culture of trust and leadership-people empowerment. SAP has high regard for Diversity. and provides equal opportunities for Women.",5,5.0
799311,27393,2020.0,con,"Culture of hierarchy has invaded and transparency has disappeared. Several leadership programs that teach the right things yet behind the scenes they are doing the opposite. I've seen several talented, loyal team members who live the values get snuffed out for management failure yet a ton of money is spent on coaching leaders who don't know how to manage people.",3,2.0
2587242,9216,2021.0,con,"The company can't manage to get out of its own way. Some of the people are great but many are horrible both in personality and work ethic. No response to emails requesting information or action from colleagues in other functions. Culture, what culture? No accountability across all levels which I guess becomes a culture in itself and prevents you from getting your own job done. So late to the game in every way, diversity and inclusion is popular so that's the new initiative. You have to con",1,1.0
7241841,30293,2020.0,pro,"I have worked for Essex Property Trust for 19 years and I am a current employee there, I love the company integrity and work culture. The professionalism at Essex is excellent at all levels. The Company provides opportunities to advance to your career goals with guidance and passion for your success.",5,5.0
6469984,6781,2021.0,pro,"Employee-focused workplace with lots of flexibility. Corporate culture emphasizes teamwork as well as individual responsibility, respect and inclusion in the workplace, and professionalism with a healthy dose of fun.",5,5.0
2604204,2991,2021.0,pro,"Chevron is a wonderful company that promotes diversity and inclusion (D&I), trust and integrity, worklife balance and aims to reduce carbon footprint. Good culture and values, reasonable compensations and good benefits (medical & dental).",3,3.0
6850626,204867,2018.0,pro,- Clear vision - Immaculate value system - Unyielding integrity - Collaborative culture - Innovative business solutions - Best-in-class execution and training - Performance appraisal measured against set objectives - Approachable leadership - Creative environment - Digital and Consulting powerhouse - Expertise in integration of deep industry insights with leading cutting-edge    technologies,5,5.0
1186974,264385,2019.0,con,The culture was extremely toxic.  Employees worked in fear of being let go anytime.  Turnover was horrendous.  Extremely low morale.  HR did not take accountability to clean the mess.  Employees hired without the right experience into mid management roles.,1,1.0
1107962,179738,2016.0,con,"Unprofessional management, no integrity and no transparency, CEO and Senior management surrounded themselves with friends and implement unfair hiring politics. Toxic environment, layoffs are common and affects morale. No interest in developing their employees.",1,1.0
6744708,178310,2022.0,con,"Do you seek a rewarding career with opportunity for growth and development? Do you value competent and well-trained mid-level managers who genuinely care about your success and growth? Do you thrive in a culture that promotes collaboration, teamwork, innovation, and accountability? Do you value autonomy and the opportunity to show up and do your best work every day? Advice to job seekers: If you answered YES to any of these these questions, move on....",1,2.0
4658277,325925,2016.0,con,Lets start with a list Culture and Values - They are doing some value sessions on regular bases(some by management team and some are conducted by local leadership). But that is just a drama. They named this drama as EPICC. Everyone in this company is saving his own skin. No body is ready to take the responsibility of his actions. First management told employees to missell people and when the customer comes back then they just do a drama by firing that employee. But infact from top to botto,1,1.0
4968537,15549,2017.0,pro,"Career development opportunities, Trainings, Great corporate culture, Cafeteria. I believe, that during the years I've been working for this company, its declared basic set of values were not just simple words, but respected and complied with by the vast majority of its managers and employees. I was lucky enough to experience these values during my daily job, serving clients, talking to colleagues (both local ones as well as within the whole international network of the Group). These value",5,5.0
5332555,144436,2021.0,con,"Mostly, no work ethics. Toxic non-collaborative environment. Lack of professional minset among top management. Hostile non-productive culture. Impulsive top decisions with complete lack of strategic direction. Unfortunately, majority of top management and executives have sever ego problems, combined with sever lack of necessary skills and qualifications. Sever communication issues. No career path discussions or growth opportunities. No transparency. One-man-show management style.",1,1.0
7176087,4439,2021.0,pro,"Ericsson enables to take decisions at work. Its diversity makes the organization very versatile. Empathy, collaboration, executing speedily are key strengths of the company. The rich work culture makes the organization loved by employees and empower them to work with integrity. Salaries are quite good in terms of industry standards.",5,5.0
1818245,64088,2021.0,con,"ngodly amount of Nepotism and favoritism from the bottom all the way to the top. Good luck moving up, it’s nearly impossible with the amount of nepotism. Basically have to be born or married into the company to move up. * great idea of the so called culture but unfortunately it’s producing a bunch of whiny entitled employees and work ethic and results are drastically declining because of it. The culture only applies to people who have deep ties within the company. *extremely toxic leadership. A ",1,1.0
7248168,250062,2020.0,con,Current Site Leader in Somerset is a cancer that has destroyed the culture what used to be a good place to work.  Bad decision after bad decision from Site Leader who blames others for his own mistakes and poor judgement.  Lack of integrity. No work life balance. Expect to be yelled at. No respect for company core values. No job security.  Expect the be undermined and replaced.   No professional development.  There is a reason people are leaving.,1,1.0
3893953,29875,2018.0,pro,Having worked with companies both large and small over a thirty year career; it could be said that I have a solid base of comparison regarding company values and culture. If I were to rate the different companies I have worked for; It would be safe to say that AvalonBay is at the top of the list for the value they place on and the respect given to their associates. I have worked for both the West and East coast regions at AvalonBay and the family/ team culture was equally displayed in both,5,5.0
3690863,12312,2021.0,con,"management are crooks, thieves, they can NOT be trusted at all(same for co workers and union represenatives), and there is no morales in sight. It is one of the most toxic places you can work you constantly are in fear for getting in trouble and the culture is ran on fear and intimidation. The furloughs are just part of railroading but precision scheduled railroading has made that worse you need atleast to be somewhat okay 10-15+ years, they will recall you from furlough just to furlough you aga",1,1.0
5129463,114524,2021.0,con,"ting a paper trail and getting employees fired 5. Although HR claims that they are interested in diversity and inclusion, they do not actually care about such issues. If you have issues related to that, HR puts you in the layoff list. 6. If the team culture is toxic and your manager does not care, there is no one at eBay who helps",1,1.0
3020805,156861,2022.0,con," is asked of people. It is so sad to see this company become a place that instills fear to drive results rather than an exciting and innovative operation that people were happy to work at. I really hope leadership changes their ways and cultivates a culture that is based in trust, respect, and confidence.",2,1.0
6652264,249947,2018.0,pro," who are there to help and support you in your career. - Tech innovation and opportunities for you to develop. - Leadership from CIO, Director and Platform Leads are very approachable. - A company that will allow you to explore and grow. - Fantastic culture and environment to work in. - Flex hours - Talented workforce - Your opinion matters!",5,5.0
1241163,9818,2018.0,con,"HR operates like it’s still 1997 HR is not responsive Constant leadership changes, reorgs, and turf wars Culture is not consistent organization wide. different values are upheld depending on which team you’re on. Management prefers to “manage out” toxic employees instead of firing them",3,1.0
3068403,149721,2019.0,pro,"The company has high standards, integrity and truly believed in providing the best customer service experience for members. The leadership is supportive. They take great care of employees with extra benefits like Summer Fridays, Travelzoo Experience, monthly lunches and other programs to keep up company morale. Commissions can be big if you make your goals.",4,5.0
6298863,33533,2022.0,con,"Awful face time culture. Leadership acts like it’s living in 1985. Most companies are trying to be an employer of choice by offering real life benefits like parental leave, flexible work arrangements, and simple things like putting trust in their employees… this one wants to do the opposite and hopes that remote working is a fad.",1,0.0
150195,9248,2020.0,con,"Untrustworthy, over promoted, clueless management (can’t call it leadership) Not receptive to feedback from field Blame people for failed company strategy Lack of integrity and genuine concern for team members Don’t recognize energy, effort, or results Performance review process is broken, wrote own reviews and nothing was changed, the form itself didn’t make any sense or provide structure to get better No feedback or support to grow leadership skills Treat store management horribly Toxic environment created by select leaders No transparency with where you sit Literal constructive discharge occurred with multiple field leaders Do your self a favor and do not work here, please. Keep looking, there are better companies out there that treat their teams with respect and dignity, this company is not it.",1,1.0
5072280,147449,2016.0,pro,"Good corporate culture at the particular level I worked.  Teamwork is encouraged with wise leadership.  As a contractor on the team, I was treated with respect and allowed access to needed resources.  Manager was competent and goal oriented, but realistic in expectations. The group leader was very sharp and skilled in dealing with her management as well as being genuinely concerned for all those on her team.",4,4.0
5028977,147988,2016.0,pro,"Highly ethical company that takes pride in its work around the globe.  AECOM is innovative, dedicated, and resilient.  Above all else, it seems to really take pride in fostering a culture of strong collaboration, mentorship, leadership, and respect.",5,5.0
2466803,297352,2018.0,con,hip for the Company's South Australian operations. Individual opinion and expertise is no longer valued and the senior leadership team has surrounded itself with 'yes' people who have no idea of what they're doing. Such a pity to see what was once a culture that valued and respected individuals destroyed.,2,0.0
259993,6375,2018.0,pro,"The culture at the Kellogg Company is unmatched by any other Fortune 500 organization. The values set by our founder, W.K. Kellogg, help create a work environment with integrity and respect. The compensation and benefits rival those of other Fortune 500 organizations. In addition, the work/life balance is very generous and can accommodate many schedules.",5,5.0
2696704,3835,2017.0,pro,"Culture of honesty and integrity is real and reinforced by actions & decisions Strong push for innovation/technology (especially for such a large, long lasting company) Diverse workforce for the communities they are located in Competitive pay and benefits including pension, great 401k match & bonuses Great company strategy with consistent say/do ratio Extremely supportive of community service, especially mentoring kids / STEM Internally developed leaders",5,5.0
4932815,204867,2016.0,con,"There is no 'Human' in the company HR culture - just Resource. The organisation appears to be run by the back-office function (in particular HR) which has created a 'cardboard cut-out' version of company culture and values to enable it to position itself alongside companies from developed economies. In doing so, the company presents a veneer of developed economy respectability which has been added to tick boxes concerning integrity, fair play and overall honesty in its dealings. Alongside ",2,2.0
6147901,121718,2018.0,con,"A lack of morale, integrity and ethics at senior levels throughout the company. Lack of competent leadership in HR. The HR department is a joke and most of the business groups know this, except HR itself, new leadership needed. The CEO needs to stand up and make changes and start being a leader for the company. Lack of revenue, lack of innovation and lack of respect in the market = FAILURE...",1,1.0
4305612,4199,2017.0,con,"d yourself in the middle of conflicts with guidance to different directions. Professional knowledge is not recognized more important is to connections. Biggest chaos I have ever experienced. Everyone leads few get the work. No carrier opportunities. Culture, ethics values expressed a lot but not followed.",2,1.0
6177907,4839,2020.0,pro,"I am learning a lot things. Specially technical skills. Very well develop culture. People respect each other. Very good work-life balance. High salary. I specially learned debugging PLC Step 7 TIA Portal V15.1 coding, networks, interpreting AutoCAD drawings. Best part is to take a stress while solving an issue but when it results into positive outcome, it gives more happiness than just getting served in a plate. I learned good leadership skills, communications skills with different level o",5,5.0
7268645,179534,2017.0,con,"Poor Technology Managers. I echo the comments made by some reviewers about quality of technology executive leadership,  nepotism and favoritism Company  promotes  toxic leadership culture by creating conflicts between managers for political gains.  The current technology leadership survival model is to  sideline people who are technical and who become threat to leaders who are mostly non-technical managers from a west coast company. There is no accountability model, the only metric for suc",2,2.0
2795166,271411,2017.0,con,"Toxic culture, people are pushed out rather than managed, lack of leadership from senior management, secretive management practices, very low morale and engagement of staff, totally focused on the bottom line and shareholder value, all about customer care but little regard for its own people, no career development, HR does bare minimum, pay is on the low end of scale, no team spirit or bonding encouraged at all, barely any internal communication except when there's a new business acquired,",2,1.0
2209910,4423,2018.0,con,"It's Toxic. Your performance, confidence, and productivity decline, as you spend time here, just look at anybody who is here 4 yrs or more and you will know. The company has a culture of rewarding failure.  People are rewarded for fixing the very issue they created. Mangement is a joke, all they care about is what next role they can get to have a job or how they can ride the next wave. Tema development, direction, morale or empowerment are alienated words.",1,1.0
7206331,15044,2017.0,pro,Challenging and interesting work Flexible work schedule Unlimited PTO Bring your dog to work Supportive and transparent leadership Cares about diversity and inclusion Employee first values Encourages work-life balance,5,5.0
6297970,6730,2020.0,pro,"The company’s purpose of making lives better, the values of respect for people, integrity and excellence, the team Lilly culture and the determination to continue getting better and better with regards to inclusion and diversity",5,5.0
2564104,101310,2019.0,con,"The culture is challenging as it is generally unfriendly.  As a matrix organization you would expect more collaboration but the opposite is the case.  You don't get the sense that people have your best interests in mind because they don't have them at all in mind, actually. -Absolutely corrosive culture, with many in positions of leadership who have a weak concept of integrity or truthfulness -Lack of safe harbor for employees who dare to say or do what they think -Best Start corporate onb",1,1.0
3748796,3735,2020.0,pro,"- Face-paced, entrepreneurial culture with a desire to continuously improve & win - Meritocracy, such that impact & results are rewarded with more opportunities - Collaborative, team-based work environment within & across its businesses - Walks the talk when it comes to living out it's values around integrity - Where Diversity & Inclusion are more than words or a slogan",5,5.0
5983702,30515,2019.0,con,I worked in Risk department and the particular team I worked in had high turnover due to a toxic environment and culture led by some terrible senior managers. People are undermined and treated with little trust or respect.,2,3.0
7715771,63876,2019.0,pro,"There is a lot of opportunity to shine and grow, and the culture fosters empowerment, respect, & trust across all levels. As a corp. employee, my experience has been positive interacting with all the different businesses.",4,4.0
7607676,241637,2021.0,con,"Seems like it lacks diversity and even though they have D&I guest speakers/ webinars it’s pretty performative. HR is a complete disaster— disorganized, constantly sending links that don’t work and do not answer important inquiries. Company culture is good— if you are a retired fraternity man or a catty woman. Disrespectful leadership.",2,2.0
2531077,63338,2021.0,pro,"se of community within your department, learning opportunities, supportive leadership, flexibility/unlimited flex time off, a strong mission, nice variety of brands and projects to work with, casual attire (dress for your day), diverse and inclusive culture, WFH allowed indefinitely since the pandemic, but offices to be opened as optional workspace later on.",5,5.0
5109914,24856,2021.0,pro,"Among the top tier in compensation; good benefits; Diversity is inclusive of LGBTQA community, and new goals around furthering diversity and inclusion for BIPOC community (still work to be done). New leadership in last two years seems to be moving in the right direction. Drugs are impactful for patients. Strong ERGs. Highly supportive of employees throughout the pandemic. Opportunity to be impactful during the growth stage.",4,4.0
